SAPSyncPlant,SapSyncAvailableRetries,SAPSyncEvent,SAPSyncTagID,SAPSyncUser,SAPSyncScanZone,id,SAPSync,ScanZone,SAPSyncErrorMessage,SAPSyncTime,serialTag,serial
7395,4,ChangeStatus,2013091887260300010144F7,Hayslic,7395_INUSE,6023,false,7395_InUse,Tag ID :2013091887260300010144F7 Not assosciated to any Equipment.,1437129918160,2013091887260300010144F7,12745492
7394,4,ChangeStatus,2013092287260300010199C7,root,7394_INUSE,10633,false,7394_InUse,Tag ID :2013092287260300010199C7 Not assosciated to any Equipment.,1442040303689,2013092287260300010199C7,12745562
7395,4,ChangeStatus,201309148726030001012361,bupkaw,7395_AVAILABLE,6121,false,7395_Available,Tag ID :201309148726030001012361 Not assosciated to any Equipment.,1438116912929,201309148726030001012361,12755910
7393,4,ChangeStatus,20130924872603000101CA98,medinaa,7393_AVAILABLE,8482,false,7393_Available,Tag ID :20130924872603000101CA98 Not assosciated to any Equipment.,1440859455989,20130924872603000101CA98,12756416
7394,4,ChangeStatus,201309148726030001011CD1,root,7394_NI,10490,false,7394_NI,Tag ID :201309148726030001011CD1 Not assosciated to any Equipment.,1442428875756,201309148726030001011CD1,12764927
7394,4,ChangeStatus,2013092087260300010173A9,root,7394_NI,4440,false,7394_NI,Tag ID :2013092087260300010173A9 Not assosciated to any Equipment.,1439386410348,2013092087260300010173A9,12785755
7395,4,ChangeStatus,2013091787260300010138DD,root,7395_NI,6172,false,7395_NI,Tag ID :2013091787260300010138DD Not assosciated to any Equipment.,1438627890930,2013091787260300010138DD,12785758
7395,4,ChangeStatus,201309198726030001017DA5,root,7395_INUSE,6014,false,7395_InUse,Tag ID :201309198726030001017DA5 Not assosciated to any Equipment.,1438197900562,201309198726030001017DA5,12790677
7395,4,ChangeStatus,201309218726030001019211,root,7395_NI,6382,false,7395_NI,Tag ID :201309218726030001019211 Not assosciated to any Equipment.,1438016271175,201309218726030001019211,12803880
7395,4,ChangeStatus,201309148726030001012362,root,7395_NI,6099,false,7395_NI,Tag ID :201309148726030001012362 Not assosciated to any Equipment.,1441124706165,201309148726030001012362,12803894
7395,4,ChangeStatus,201309148726030001011A3F,root,7395_AVAILABLE,5892,false,7395_Available,Tag ID :201309148726030001011A3F Not assosciated to any Equipment.,1432050986374,201309148726030001011A3F,12808365
7395,3,ChangeStatus,201309148726030001011C21,root,7395_NI,6119,false,7395_NI,Tag ID :201309148726030001011C21 Not assosciated to any Equipment.,1438704255433,201309148726030001011C21,12810435
7394,4,ChangeStatus,2013091487260300010126DE,root,7394_INUSE,11109,false,7394_InUse,Tag ID :2013091487260300010126DE Not assosciated to any Equipment.,1441817716782,2013091487260300010126DE,12825626
7440,4,ChangeStatus,2013092287260300010197C3,root,7440_NI,4124,false,7440_NI,Tag ID :2013092287260300010197C3 Not assosciated to any Equipment.,1436821675356,2013092287260300010197C3,12830831
7395,4,ChangeStatus,2013092287260300010195DA,root,7395_NI,6325,false,7395_NI,Tag ID :2013092287260300010195DA Not assosciated to any Equipment.,1440773869856,2013092287260300010195DA,12833380
7394,4,ChangeStatus,201309228726030001019A56,root,7394_NI,10909,false,7394_NI,Tag ID :201309228726030001019A56 Not assosciated to any Equipment.,1443041517982,201309228726030001019A56,12833723
7394,4,ChangeStatus,20130914872603000101263F,root,7394_NI,11106,false,7394_NI,Tag ID :20130914872603000101263F Not assosciated to any Equipment.,1443445154133,20130914872603000101263F,12835258
7395,4,ChangeStatus,201309198726030001015DE6,root,7395_NI,6012,false,7395_NI,Tag ID :201309198726030001015DE6 Not assosciated to any Equipment.,1438016220034,201309198726030001015DE6,12835265
7394,4,ChangeStatus,201309148726030001012AD2,root,7394_NI,10728,false,7394_NI,Tag ID :201309148726030001012AD2 Not assosciated to any Equipment.,1443445145102,201309148726030001012AD2,12835315
7394,4,ChangeStatus,201309148726030001011A26,root,7394_INUSE,10724,false,7394_InUse,Tag ID :201309148726030001011A26 Not assosciated to any Equipment.,1442693992510,201309148726030001011A26,12835451
7394,4,ChangeStatus,201309228726030001019DBB,root,7394_NI,3881,false,7394_NI,Tag ID :201309228726030001019DBB Not assosciated to any Equipment.,1437479580277,201309228726030001019DBB,12835595
7394,4,ChangeStatus,201309228726030001019D3C,root,7394_INUSE,3883,false,7394_InUse,Tag ID :201309228726030001019D3C Not assosciated to any Equipment.,1442700768828,201309148726030001011A14,12835598
7395,4,ChangeStatus,20130919872603000101603A,bupkaw,7395_AVAILABLE,5907,false,7395_Available,Tag ID :20130919872603000101603A Not assosciated to any Equipment.,1438116921741,20130919872603000101603A,12840112
7394,4,ChangeStatus,20130914872603000101291B,root,7394_INUSE,10820,false,7394_InUse,Tag ID :20130914872603000101291B Not assosciated to any Equipment.,1442042180027,20130914872603000101291B,12850608
7395,4,ChangeStatus,201309208726030001016C53,Hayslic,7395_INUSE,6461,false,7395_InUse,Tag ID :201309208726030001016C53 Not assosciated to any Equipment.,1437129920035,201309208726030001016C53,12855608
7394,4,ChangeStatus,2013091487260300010126C9,root,7394_NI,11107,false,7394_NI,Tag ID :2013091487260300010126C9 Not assosciated to any Equipment.,1443445156868,2013091487260300010126C9,12859803
7394,4,ChangeStatus,20130914872603000101272D,root,7394_NI,4227,false,7394_NI,Tag ID :20130914872603000101272D Not assosciated to any Equipment.,1442522347883,20130914872603000101272D,12861847
7440,3,ChangeStatus,20130922872603000101965C,root,7440_NI,4130,false,7440_NI,Tag ID :20130922872603000101965C Not assosciated to any Equipment.,1438464660825,20130922872603000101965C,12862441
7393,4,ChangeStatus,20130922872603000101A22C,medinaa,7393_AVAILABLE,8486,false,7393_Available,Tag ID :20130922872603000101A22C Not assosciated to any Equipment.,1441925342395,20130922872603000101A22C,12863763
7393,4,ChangeStatus,20130922872603000101A1FB,medinaa,7393_AVAILABLE,8490,false,7393_Available,Tag ID :20130922872603000101A1FB Not assosciated to any Equipment.,1441925347724,20130922872603000101A1FB,12863915
7393,4,ChangeStatus,20130922872603000101A231,medinaa,7393_AVAILABLE,8488,false,7393_Available,Tag ID :20130922872603000101A231 Not assosciated to any Equipment.,1441925345052,20130922872603000101A231,12864373
7394,4,ChangeStatus,201309218726030001018DC3,root,7394_INUSE,10757,false,7394_InUse,Tag ID :201309218726030001018DC3 Not assosciated to any Equipment.,1441782307209,201309218726030001018DC3,12870000
7440,4,ChangeStatus,201309198726030001015F38,root,7440_NI,4106,false,7440_NI,Tag ID :201309198726030001015F38 Not assosciated to any Equipment.,1436819626963,201309198726030001015F38,12885305
7394,4,ChangeStatus,20130924872603000101CF1E,root,7394_INUSE,3806,false,7394_InUse,Tag ID :20130924872603000101CF1E Not assosciated to any Equipment.,1441779513844,20130924872603000101CF1E,12889279
7394,4,ChangeStatus,2013091487260300010129BA,root,7394_INUSE,10849,false,7394_InUse,Tag ID :2013091487260300010129BA Not assosciated to any Equipment.,1442699206551,2013091487260300010129BA,12892965
7395,4,ChangeStatus,201309208726030001016C1A,root,7395_INUSE,6997,false,7395_InUse,Tag ID :201309208726030001016C1A Not assosciated to any Equipment.,1439172838900,201309208726030001016C1A,12895631
7394,4,ChangeStatus,201309148726030001012A34,root,7394_INUSE,10802,false,7394_InUse,Tag ID :201309148726030001012A34 Not assosciated to any Equipment.,1442411805534,201309148726030001012A34,12898598
7394,4,ChangeStatus,201309198726030001015F7C,root,7394_INUSE,11138,false,7394_InUse,Tag ID :201309198726030001015F7C Not assosciated to any Equipment.,1442796247323,201309198726030001015F7C,12898682
7395,3,ChangeStatus,2013091887260300010142C5,root,7395_NI,6198,false,7395_NI,Tag ID :2013091887260300010142C5 Not assosciated to any Equipment.,1439869410985,2013091887260300010142C5,12899131
7395,4,ChangeStatus,201309198726030001017CEB,root,7395_INUSE,6048,false,7395_InUse,Tag ID :201309198726030001017CEB Not assosciated to any Equipment.,1438883533507,201309198726030001017CEB,12904049
7395,3,ChangeStatus,201309188726030001014452,root,7395_NI,5849,false,7395_NI,Tag ID :201309188726030001014452 Not assosciated to any Equipment.,1437404790063,201309188726030001014452,12904344
7394,4,ChangeStatus,201309208726030001017357,root,7394_INUSE,4385,false,7394_InUse,Tag ID :201309208726030001017357 Not assosciated to any Equipment.,1442703725403,201309208726030001017357,12904345
7394,4,ChangeStatus,20130912872603000101023E,root,7394_INUSE,10579,false,7394_InUse,Tag ID :20130912872603000101023E Not assosciated to any Equipment.,1442795764187,20130912872603000101023E,12917391
7394,4,ChangeStatus,201309158726030001012B37,root,7394_INUSE,10794,false,7394_InUse,Tag ID :201309158726030001012B37 Not assosciated to any Equipment.,1442796241885,201309158726030001012B37,12917393
7394,3,ChangeStatus,201309158726030001012BDE,root,7394_INUSE,10795,false,7394_InUse,Tag ID :201309158726030001012BDE Not assosciated to any Equipment.,1442796249963,201309158726030001012BDE,12917422
7394,4,ChangeStatus,20130912872603000101032C,root,7394_INUSE,10583,false,7394_InUse,Tag ID :20130912872603000101032C Not assosciated to any Equipment.,1442796058350,20130912872603000101032C,12953965
7440,4,ChangeStatus,201309198726030001015D5A,root,7440_NI,4100,false,7440_NI,Tag ID :201309198726030001015D5A Not assosciated to any Equipment.,1436819627138,201309198726030001015D5A,12965640
7394,4,ChangeStatus,20130922872603000101A1BE,root,7394_INUSE,10695,false,7394_InUse,Tag ID :20130922872603000101A1BE Not assosciated to any Equipment.,1442700765749,20130922872603000101A1BE,12971109
7440,4,ChangeStatus,20130922872603000101962F,root,7440_NI,4126,false,7440_NI,Tag ID :20130922872603000101962F Not assosciated to any Equipment.,1436819628948,20130922872603000101962F,12971893
7395,4,ChangeStatus,201309198726030001018821,root,7395_INUSE,6134,false,7395_InUse,Tag ID :201309198726030001018821 Not assosciated to any Equipment.,1437606913180,201309198726030001018821,12993899
7395,4,ChangeStatus,201309208726030001016AD5,root,7395_INUSE,6225,false,7395_InUse,Tag ID :201309208726030001016AD5 Not assosciated to any Equipment.,1439167951285,201309208726030001016AD5,12996216
7394,4,ChangeStatus,201309158726030001012F87,root,7394_INUSE,10540,false,7394_InUse,Tag ID :201309158726030001012F87 Not assosciated to any Equipment.,1441779472123,201309158726030001012F87,13006453
7395,4,ChangeStatus,2013092287260300010196CD,root,7395_NI,6305,false,7395_NI,Tag ID :2013092287260300010196CD Not assosciated to any Equipment.,1439869255333,2013092287260300010196CD,13018669
7395,4,ChangeStatus,2013091887260300010154CF,root,7395_NI,6035,false,7395_NI,Tag ID :2013091887260300010154CF Not assosciated to any Equipment.,1440277529039,2013091887260300010154CF,13025409
7370,4,ChangeStatus,201309228726030001019DA5,root,7370_MJRREPAIR,3844,false,7370_MjrRepair,Tag ID :201309228726030001019DA5 Not assosciated to any Equipment.,1442503234676,201309228726030001019DA5,13027753
7394,4,ChangeStatus,201309198726030001017B6C,root,7394_INUSE,4602,false,7394_InUse,Tag ID :201309198726030001017B6C Not assosciated to any Equipment.,1442703687995,201309198726030001017B6C,13027756
7394,4,ChangeStatus,2013091487260300010122A0,root,7394_NI,4171,false,7394_NI,Tag ID :2013091487260300010122A0 Not assosciated to any Equipment.,1441779516516,2013091487260300010122A0,13027786
7394,4,ChangeStatus,20130924872603000101CC67,root,7394_INUSE,3805,false,7394_InUse,Tag ID :20130924872603000101CC67 Not assosciated to any Equipment.,1441779511250,20130924872603000101CC67,13030133
7370,4,ChangeStatus,201309228726030001019EF4,root,7370_LOCALRDTEST,3816,false,7370_LocalRDTest,Tag ID :201309228726030001019EF4 Not assosciated to any Equipment.,1442501476610,201309228726030001019EF4,13030499
7395,4,ChangeStatus,201309198726030001015DC2,bupkaw,7395_AVAILABLE,5999,false,7395_Available,Tag ID :201309198726030001015DC2 Not assosciated to any Equipment.,1441106984489,201309198726030001015DC2,13036454
7395,4,ChangeStatus,201309188726030001014491,bupkaw,7395_AVAILABLE,6026,false,7395_Available,Tag ID :201309188726030001014491 Not assosciated to any Equipment.,1441106986583,201309188726030001014491,13043353
7394,4,ChangeStatus,201309158726030001012BE4,GonzalezC,7394_LOCALRDREP,10556,false,7394_LocalRDRep,Tag ID :201309158726030001012BE4 Not assosciated to any Equipment.,1441739980686,201309158726030001012BE4,13054769
7394,4,ChangeStatus,20130919872603000101592D,root,7394_INUSE,4392,false,7394_InUse,Tag ID :20130919872603000101592D Not assosciated to any Equipment.,1442699211739,20130919872603000101592D,13054774
7395,4,ChangeStatus,201309208726030001016EC5,root,7395_NI,6025,false,7395_NI,Tag ID :201309208726030001016EC5 Not assosciated to any Equipment.,1438453654444,201309208726030001016EC5,13054776
7395,4,ChangeStatus,201309148726030001012A01,root,7395_NI,6174,false,7395_NI,Tag ID :201309148726030001012A01 Not assosciated to any Equipment.,1438627590601,201309148726030001012A01,13054797
7395,4,ChangeStatus,2013091987260300010188A8,root,7395_NI,6011,false,7395_NI,Tag ID :2013091987260300010188A8 Not assosciated to any Equipment.,1440521071108,2013091987260300010188A8,13054952
7440,4,ChangeStatus,201309198726030001015CFF,root,7440_NI,4121,false,7440_NI,Tag ID :201309198726030001015CFF Not assosciated to any Equipment.,1436821673369,201309198726030001015CFF,13064543
7394,4,ChangeStatus,201309228726030001019D61,root,7394_NI,4075,false,7394_NI,Tag ID :201309228726030001019D61 Not assosciated to any Equipment.,1443050925916,201309228726030001019D61,13065464
7394,4,ChangeStatus,201309188726030001015617,root,7394_INUSE,3760,false,7394_InUse,Tag ID :201309188726030001015617 Not assosciated to any Equipment.,1441782262348,201309188726030001015617,13065471
7394,4,ChangeStatus,201309228726030001019DB0,root,7394_NI,3888,false,7394_NI,Tag ID :201309228726030001019DB0 Not assosciated to any Equipment.,1443445140164,201309228726030001019DB0,13065473
7394,4,ChangeStatus,201309158726030001012F82,root,7394_NI,10570,false,7394_NI,Tag ID :201309158726030001012F82 Not assosciated to any Equipment.,1443445039255,201309158726030001012F82,13065692
7395,4,ChangeStatus,201309178726030001013A33,root,7395_NI,6171,false,7395_NI,Tag ID :201309178726030001013A33 Not assosciated to any Equipment.,1438085498344,201309178726030001013A33,13073184
7370,4,ChangeStatus,2013091887260300010155E3,root,7370_AVAILABLE,3680,false,7370_Available,Tag ID :2013091887260300010155E3 Not assosciated to any Equipment.,1442501511361,2013091887260300010155E3,13076573
7394,4,ChangeStatus,2013091287260300010102DC,root,7394_INUSE,10677,false,7394_InUse,Tag ID :2013091287260300010102DC Not assosciated to any Equipment.,1441781577503,2013091287260300010102DC,13178032
7393,4,ChangeStatus,20130924872603000101CA46,medinaa,7393_AVAILABLE,8480,false,7393_Available,Tag ID :20130924872603000101CA46 Not assosciated to any Equipment.,1441925319941,20130924872603000101CA46,13184562
7395,4,ChangeStatus,2013091487260300010123D3,root,7395_INUSE,6080,false,7395_InUse,Tag ID :2013091487260300010123D3 Not assosciated to any Equipment.,1437608816918,2013091487260300010123D3,13188568
7394,4,ChangeStatus,201309218726030001018DEF,root,7394_NI,11061,false,7394_NI,Tag ID :201309218726030001018DEF Not assosciated to any Equipment.,1442434478530,201309218726030001018DEF,13268475
7394,3,ChangeStatus,2013092287260300010196C6,root,7394_INUSE,11147,false,7394_InUse,Tag ID :2013092287260300010196C6 Not assosciated to any Equipment.,1442796249963,2013092287260300010196C6,13282156
7393,4,ChangeStatus,20130924872603000101CAB3,medinaa,7393_AVAILABLE,8479,false,7393_Available,Tag ID :20130924872603000101CAB3 Not assosciated to any Equipment.,1441925322097,20130924872603000101CAB3,13292482
7394,4,ChangeStatus,2013091387260300010116D5,root,7394_INUSE,11048,false,7394_InUse,Tag ID :2013091387260300010116D5 Not assosciated to any Equipment.,1442411819160,2013091387260300010116D5,13314729
7395,3,ChangeStatus,201309198726030001015DC8,root,7395_NI,6000,false,7395_NI,Tag ID :201309198726030001015DC8 Not assosciated to any Equipment.,1440277859784,201309198726030001015DC8,13342802
7440,4,ChangeStatus,20130924872603000101CA5A,root,7440_NI,8474,false,7440_NI,Tag ID :20130924872603000101CA5A Not assosciated to any Equipment.,1438445063302,20130924872603000101CA5A,13368244
7394,4,ChangeStatus,201309148726030001012296,root,7394_INUSE,4175,false,7394_InUse,Tag ID :201309148726030001012296 Not assosciated to any Equipment.,1442776955759,201309148726030001012296,13393824
7395,4,ChangeStatus,201309148726030001011B04,root,7395_NI,6387,false,7395_NI,Tag ID :201309148726030001011B04 Not assosciated to any Equipment.,1437808276469,201309148726030001011B04,13400358
7395,4,ChangeStatus,201309148726030001011CDF,root,7395_NI,6176,false,7395_NI,Tag ID :201309148726030001011CDF Not assosciated to any Equipment.,1438627928195,201309148726030001011CDF,13400363
7395,4,ChangeStatus,20130918872603000101431E,root,7395_INUSE,6200,false,7395_InUse,Tag ID :20130918872603000101431E Not assosciated to any Equipment.,1437594181828,20130918872603000101431E,13400366
7395,4,ChangeStatus,2013091887260300010143CF,root,7395_NI,6203,false,7395_NI,Tag ID :2013091887260300010143CF Not assosciated to any Equipment.,1438453653866,2013091887260300010143CF,13400369
7440,3,ChangeStatus,20130922872603000101973F,root,7440_NI,4128,false,7440_NI,Tag ID :20130922872603000101973F Not assosciated to any Equipment.,1437688209410,20130922872603000101973F,13409272
7440,3,ChangeStatus,201309228726030001019C6B,root,7440_NI,4083,false,7440_NI,Tag ID :201309228726030001019C6B Not assosciated to any Equipment.,1436217109422,201309228726030001019C6B,13476491
7394,4,ChangeStatus,201309208726030001017384,root,7394_NI,4395,false,7394_NI,Tag ID :201309208726030001017384 Not assosciated to any Equipment.,1435738785161,201309208726030001017384,13476761
7394,4,ChangeStatus,201309198726030001016174,root,7394_NI,4404,false,7394_NI,Tag ID :201309198726030001016174 Not assosciated to any Equipment.,1435738879773,201309198726030001016174,13476786
7440,3,ChangeStatus,201309228726030001019C54,root,7440_NI,4090,false,7440_NI,Tag ID :201309228726030001019C54 Not assosciated to any Equipment.,1436966388259,201309228726030001019C54,13479635
7440,4,ChangeStatus,201309198726030001015F03,root,7440_NI,4122,false,7440_NI,Tag ID :201309198726030001015F03 Not assosciated to any Equipment.,1436821674385,201309198726030001015F03,13479638
7395,4,ChangeStatus,201309148726030001011F04,root,7395_NI,6090,false,7395_NI,Tag ID :201309148726030001011F04 Not assosciated to any Equipment.,1437808275391,201309148726030001011F04,13521044
7395,3,ChangeStatus,201309198726030001016003,root,7395_INUSE,5870,false,7395_InUse,Tag ID :201309198726030001016003 Not assosciated to any Equipment.,1435593532799,201309198726030001016003,13521046
7393,4,ChangeStatus,20130924872603000101CA78,medinaa,7393_AVAILABLE,8483,false,7393_Available,Tag ID :20130924872603000101CA78 Not assosciated to any Equipment.,1440859453849,20130924872603000101CA78,13529576
7395,4,ChangeStatus,2013092287260300010195D8,root,7395_INUSE,6339,false,7395_InUse,Tag ID :2013092287260300010195D8 Not assosciated to any Equipment.,1438195620323,2013092287260300010195D8,13530884
7395,4,ChangeStatus,201309198726030001016039,root,7395_NI,6036,false,7395_NI,Tag ID :201309198726030001016039 Not assosciated to any Equipment.,1440421000279,201309198726030001016039,13530902
7394,4,ChangeStatus,20130922872603000101A18E,root,7394_INUSE,10696,false,7394_InUse,Tag ID :20130922872603000101A18E Not assosciated to any Equipment.,1442699211770,20130922872603000101A18E,13530908
7395,3,ChangeStatus,201309228726030001019493,root,7395_INUSE,6344,false,7395_InUse,Tag ID :201309228726030001019493 Not assosciated to any Equipment.,1438195947386,201309228726030001019493,13530909
7395,4,ChangeStatus,20130918872603000101550A,root,7395_INUSE,6065,false,7395_InUse,Tag ID :20130918872603000101550A Not assosciated to any Equipment.,1439172829792,20130918872603000101550A,13543365
7395,4,ChangeStatus,2013092287260300010195BB,root,7395_NI,6315,false,7395_NI,Tag ID :2013092287260300010195BB Not assosciated to any Equipment.,1440774118502,2013092287260300010195BB,13546062
7394,4,ChangeStatus,201309158726030001012FA0,root,7394_INUSE,10541,false,7394_InUse,Tag ID :201309158726030001012FA0 Not assosciated to any Equipment.,1441782260442,201309158726030001012FA0,13546067
7395,4,ChangeStatus,2013092287260300010195AD,root,7395_NI,6329,false,7395_NI,Tag ID :2013092287260300010195AD Not assosciated to any Equipment.,1438728134237,2013092287260300010195AD,13571189
7395,4,ChangeStatus,201309208726030001016AB6,root,7395_INUSE,6179,false,7395_InUse,Tag ID :201309208726030001016AB6 Not assosciated to any Equipment.,1440740023316,201309208726030001016AB6,13571191
7395,3,ChangeStatus,201309228726030001019540,root,7395_INUSE,6321,false,7395_InUse,Tag ID :201309228726030001019540 Not assosciated to any Equipment.,1438195944558,201309228726030001019540,13571194
7395,3,ChangeStatus,20130918872603000101443D,root,7395_NI,6037,false,7395_NI,Tag ID :20130918872603000101443D Not assosciated to any Equipment.,1440277859219,20130918872603000101443D,13598834
7395,4,ChangeStatus,2013091887260300010142BA,root,7395_INUSE,6199,false,7395_InUse,Tag ID :2013091887260300010142BA Not assosciated to any Equipment.,1437594430882,2013091887260300010142BA,13598855
7394,4,ChangeStatus,2013091387260300010116D4,root,7394_INUSE,11034,false,7394_InUse,Tag ID :2013091387260300010116D4 Not assosciated to any Equipment.,1442411816441,2013091387260300010116D4,13616227
7395,4,ChangeStatus,201309208726030001016EFE,root,7395_NI,6033,false,7395_NI,Tag ID :201309208726030001016EFE Not assosciated to any Equipment.,1440888211264,201309208726030001016EFE,13616742
7394,4,ChangeStatus,201309218726030001018D95,root,7394_INUSE,9568,false,7394_InUse,Tag ID :201309218726030001018D95 Not assosciated to any Equipment.,1442697604336,201309218726030001018D95,13619290
7394,4,ChangeStatus,20130918872603000101567E,root,7394_INUSE,3764,false,7394_InUse,Tag ID :20130918872603000101567E Not assosciated to any Equipment.,1439404097291,20130918872603000101567E,13626484
7440,4,ChangeStatus,201309198726030001015F06,root,7440_NI,4108,false,7440_NI,Tag ID :201309198726030001015F06 Not assosciated to any Equipment.,1436380943209,201309198726030001015F06,13630296
7440,3,ChangeStatus,2013092287260300010196C0,root,7440_NI,4132,false,7440_NI,Tag ID :2013092287260300010196C0 Not assosciated to any Equipment.,1438373569774,2013092287260300010196C0,13714740
7393,4,ChangeStatus,20130922872603000101A19B,medinaa,7393_AVAILABLE,8489,false,7393_Available,Tag ID :20130922872603000101A19B Not assosciated to any Equipment.,1441925345052,20130922872603000101A19B,13726493
7394,4,ChangeStatus,201309188726030001015620,root,7394_NI,3762,false,7394_NI,Tag ID :201309188726030001015620 Not assosciated to any Equipment.,1441236089462,201309188726030001015620,13744775
7394,4,ChangeStatus,20130920872603000101732A,root,7394_NI,4383,false,7394_NI,Tag ID :20130920872603000101732A Not assosciated to any Equipment.,1439835374375,20130920872603000101732A,13796780
7394,4,ChangeStatus,201309188726030001015605,root,7394_NI,3988,false,7394_NI,Tag ID :201309188726030001015605 Not assosciated to any Equipment.,1443050672817,201309188726030001015605,13833125
7394,4,ChangeStatus,2013091887260300010150D9,root,7394_NI,4028,false,7394_NI,Tag ID :2013091887260300010150D9 Not assosciated to any Equipment.,1443050675770,2013091887260300010150D9,13833128
7395,4,ChangeStatus,201309198726030001017C61,root,7395_NI,6057,false,7395_NI,Tag ID :201309198726030001017C61 Not assosciated to any Equipment.,1437487944002,201309198726030001017C61,13838600
7440,3,ChangeStatus,201309228726030001019CC5,root,7440_NI,4092,false,7440_NI,Tag ID :201309228726030001019CC5 Not assosciated to any Equipment.,1436045884218,201309228726030001019CC5,13957041
7395,4,ChangeStatus,20130914872603000101239B,root,7395_NI,6097,false,7395_NI,Tag ID :20130914872603000101239B Not assosciated to any Equipment.,1438016219862,20130914872603000101239B,13978556
7440,3,ChangeStatus,201309228726030001019C98,root,7440_NI,4088,false,7440_NI,Tag ID :201309228726030001019C98 Not assosciated to any Equipment.,1436045886015,201309228726030001019C98,13992674
7394,4,ChangeStatus,201309138726030001010BC2,root,7394_INUSE,11093,false,7394_InUse,Tag ID :201309138726030001010BC2 Not assosciated to any Equipment.,1442703674635,201309138726030001010BC2,14005866
7370,4,ChangeStatus,20130922872603000101A5FB,root,7370_NI,3606,false,7370_NI,Tag ID :20130922872603000101A5FB Not assosciated to any Equipment.,1442503230333,20130922872603000101A5FB,14009443
7395,3,ChangeStatus,2013091487260300010123AC,root,7395_INUSE,6098,false,7395_InUse,Tag ID :2013091487260300010123AC Not assosciated to any Equipment.,1438726130196,2013091487260300010123AC,14045609
7395,4,ChangeStatus,201309148726030001012812,root,7395_NI,6173,false,7395_NI,Tag ID :201309148726030001012812 Not assosciated to any Equipment.,1438085498500,201309148726030001012812,14045621
7395,3,ChangeStatus,2013091887260300010142C9,root,7395_NI,6045,false,7395_NI,Tag ID :2013091887260300010142C9 Not assosciated to any Equipment.,1440888740337,2013091887260300010142C9,14045622
7394,4,ChangeStatus,20130923872603000101AE78,root,7394_INUSE,10699,false,7394_InUse,Tag ID :20130923872603000101AE78 Not assosciated to any Equipment.,1442796058350,20130923872603000101AE78,14047838
7394,4,ChangeStatus,20130918872603000101510B,root,7394_NI,3711,false,7394_NI,Tag ID :20130918872603000101510B Not assosciated to any Equipment.,1438632838580,20130918872603000101510B,14137802
7394,4,ChangeStatus,201309188726030001015626,root,7394_NI,3712,false,7394_NI,Tag ID :201309188726030001015626 Not assosciated to any Equipment.,1443050684207,201309188726030001015626,14137803
7394,4,ChangeStatus,2013091887260300010155FC,root,7394_NI,3713,false,7394_NI,Tag ID :2013091887260300010155FC Not assosciated to any Equipment.,1443050670863,2013091887260300010155FC,14137807
7394,3,ChangeStatus,201309188726030001015607,root,7394_NI,3715,false,7394_NI,Tag ID :201309188726030001015607 Not assosciated to any Equipment.,1438094736762,201309188726030001015607,14137808
7394,4,ChangeStatus,2013091487260300010129D6,root,7394_INUSE,10850,false,7394_InUse,Tag ID :2013091487260300010129D6 Not assosciated to any Equipment.,1442693721607,2013091487260300010129D6,14137818
7440,4,ChangeStatus,201309198726030001015D47,root,7440_INUSE,4137,false,7440_InUse,Tag ID :201309198726030001015D47 Not assosciated to any Equipment.,1438045359617,201309198726030001015D47,14174803
7394,4,ChangeStatus,201309148726030001011B20,root,7394_NI,11115,false,7394_NI,Tag ID :201309148726030001011B20 Not assosciated to any Equipment.,1443445162368,201309148726030001011B20,14178257
7395,4,ChangeStatus,20130922872603000101947C,root,7395_INUSE,6348,false,7395_InUse,Tag ID :20130922872603000101947C Not assosciated to any Equipment.,1438080612725,20130922872603000101947C,14184553
7395,4,ChangeStatus,201309148726030001011B0C,root,7395_NI,6391,false,7395_NI,Tag ID :201309148726030001011B0C Not assosciated to any Equipment.,1440421066874,201309148726030001011B0C,14184557
7395,3,ChangeStatus,201309148726030001011AFC,root,7395_NI,6114,false,7395_NI,Tag ID :201309148726030001011AFC Not assosciated to any Equipment.,1438104327870,201309148726030001011AFC,14184558
7395,4,ChangeStatus,201309148726030001011F6F,root,7395_NI,6118,false,7395_NI,Tag ID :201309148726030001011F6F Not assosciated to any Equipment.,1438627890742,201309148726030001011F6F,14184559
7395,4,ChangeStatus,201309198726030001015D8D,root,7395_INUSE,6195,false,7395_InUse,Tag ID :201309198726030001015D8D Not assosciated to any Equipment.,1437594427350,201309198726030001015D8D,14184561
7440,4,ChangeStatus,201309228726030001019CBD,root,7440_NI,4093,false,7440_NI,Tag ID :201309228726030001019CBD Not assosciated to any Equipment.,1438464937185,201309228726030001019CBD,14191578
7394,4,ChangeStatus,20130923872603000101AEC0,root,7394_INUSE,10707,false,7394_InUse,Tag ID :20130923872603000101AEC0 Not assosciated to any Equipment.,1442411802753,20130923872603000101AEC0,14274180
7440,4,ChangeStatus,20130924872603000101C828,root,7440_NI,8473,false,7440_NI,Tag ID :20130924872603000101C828 Not assosciated to any Equipment.,1438445008255,20130924872603000101C828,14291047
7440,4,ChangeStatus,20130924872603000101CACC,root,7440_NI,8472,false,7440_NI,Tag ID :20130924872603000101CACC Not assosciated to any Equipment.,1438445009442,20130924872603000101CACC,14291128
